sku,marketplace_item_name_ar,marketplace_item_name_en,seller_item_name
1448,اكساميد 5 مجم 30 قرص,EXAMIDE 5 MG 30 TAB,اكسامايد 5مجم اقراص سعر جديييد
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان بلس 12.5/32مج 14قرص
1394,ايسوبتن ريتارد 240 مجم 30 قرص,ISOPTIN SR 240 MG 30 TAB,ايسوبتن ريتارد 240 مجم 3 شريط
924,دانتريلاكس مركب 30 كبسولة,DANTRELAX COMPOUND 30 CAP,دانتريلاكس كومباوند سعر جديد
2006,التيازيم 60 مجم 40 قرص,ALTIAZEM 60 MG 40 TAB,التيازيم 60 مجم سعر جديد
5877,ديسبركام 10 مجم 20 قرص قابل للذوبان,DISPERCAM 10 MG 20 ORO-DISPERSIBLE TAB,ديسبركام اقراص 10 مجم 20 قرص
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,املوديبين 5 مجم /3شريط
2542,اميولانت ان شراب 120 مل,IMMULANT SYRUP 120 ML,اميولانت شراب30ج
206,ايراستابكس تريو 10/40/25 مجم 30 قرص,ERASTAPEX TRIO 10/40/25 MG 30 TAB,ايرستابكس تريو 25/10/40 مجم س ق
30,كتافلام 50 مجم 20 قرص,CATAFLAM 50 MG 20 TAB,كتافلام اقراص سعر جديد
1446,روسيتور 10 مجم 14 قرص,ROSITOR 10 MG 14 TAB,ريستور10مجم اقراص
812,ستيرونات 5 مجم 20 قرص,STERONATE 5 MG 20 TAB,ستيرونات نور ق سعر 24 ج
3098,اميجراويست 2.5 مجم 4 قرص,AMIGRAWEST 2.50 MG 4 TAB,اميجرا ويست2.5 اقراص/ويسترن
184,دوليبران 1000 مجم 15 قرص,DOLIPRANE 1000 MG 15 TAB,دوليبران اقراص 24ج
1701,داونوبرازول 20/1100 مجم 14 كبسول,DOWNOPRAZOL 20MG/110 MG 14 CAP,داونوبرازول 20مج
198,فنتال مركب بخاخ عن طرق الفم 200 جرعة,VENTAL COMPOSITUM SPRAY 200 DOSE,فينتال مركب بخاخ س ج 41.5
1885,تادانيرفي 20 مجم 4 فيلم سريع الذوبان بالفم,TADANERFI 20 MG 4 O.D.F,تادانيرفى 20ملى
1257,بانتولوك 20 مجم 14 قرص,PANTOLOC 20 MG 14 TAB,بانتولوك 20مجم14قرص
2414,براديبيكت 7.5 مجم 28 قرص,BRADIPECT 7.50 MG 28 TAB,براديبيكت7.5اقراص
1328,بلوكاتنس 10/160مجم 28 قرص,BLOKATENS 10 MG/160 28 TAB,بلوكاتنس 10\160مجم 28قرص س ج
2121,ديباكين 57.64 مجم / مل شراب 125 مل,DEPAKINE 5.76 MG SYRUP 125 ML,ديباكين شراب 125مجم جلوبال س ج
277,هاي فريش 0.2 % قطرة عين 10 مل,HYFRESH 0.2%EYE DROP 10 ML,هاى فريش قطرة43ج
1771,ابيمول 500 مجم 20 قرص,ABIMOL 500 MG 20 TAB,ابيمول اقراص *120
843,اتاكاند 16 مجم 14 قرص,ATACAND 16 MG 14 TAB,اتاكاند 16 مج 14قرص استرازينكا س ج
2856,ديلاترول 6.25 مجم 30 قرص,DILATROL 6.25 MG 30 TAB,ديلاترول 6.25 اقراص جديد
30,كتافلام 50 مجم 20 قرص,CATAFLAM 50 MG 20 TAB,كتافلام 50مجم 2شريط 43ج
9,فيلداجلوز بلس 50 / 1000 مجم 30 قرص,VILDAGLUSE PLUS 50/1000 MG 30 TAB,فيلداجلوز بلس 50/1000مجم 30قرص
2375,ماريفان 3 مجم 100 قرص,MAREVAN 3 MG 100 TAB,ماريفان 3 مجم 102قرص
1513,كاندلكان 16 مجم 14 قرص,CANDALKAN 16 MG 14 TAB,كاندلكان16مجم قرص
112,بانتولوك 40 مجم 14 قرص,PANTOLOC 40 MG 14 TAB,بانتولوك 40 مجم 14قرص**
2570,سيلوكينزوك 200 مجم 28 قرص ممتد المفعول,SELOKENZOC S.R 200 MG 28 TAB,سيلوكينزوك200مجم
137,ماكسيلاز شراب 100 مل,MAXILASE SYRUP 100 ML,ماكسيلاز شراب س جديييد
234,ستاركوبريكس 5 مجم 30 قرص,STARKOPREX 5 MG 30 TAB,ستاركوبريكس 5 مل ق
836,تراى ليرج قطرة 10 مل,TRILLERG EYE DROPS 10 ML,تراى ليرج قطره س.ق
1452,ال-كارنيتين بلس 20 قرص,L-CARNITINE PLUS 20 TAB,ال كارنتين بلس كبسول س ج2
279,انافرونيل 75 مجم اس ار 20 قرص,ANAFRONIL 75 MG 20 TAB,انافرانيل 75 ق
583,جوسبرين 81 مجم 60 قرص,JUSPRIN 81 MG 60 TAB,جوسبرين 81مجم 60قرص س ج ج
1563,الجزال كريم 40 جم,ALGESAL SURACTIVE CREAM 40 GM,الجازال كريم كيما
3689,اتورستات 10 مجم 14 قرص,ATORSTAT 10 MG 14 TAB,اتورستات 10 مجم 14 ق
1469,شوجارلو بلس 50/1000 مجم 30 قرص,SUGARLO PLUS 50 / 1000 MG 30 TAB,SUGARLO PLUS 50 / 1000 MG 30 TAB
65,بيفاتراسين سبراى 150جم,BIVATRACIN SPRAY 150 ML,بيفاترسين جديد 83ج
2285,جراليبنتين اكس آر 300 مجم 30 قرص,GRALIPENTIN XR 300 MG 30 TAB,جراليبنتين 300مجم
84,اوميز 20 مجم 14 كبسول,OMEZ 20 MG 14 CAP,اوميز 20 اقراص س ج سعر 30.5
1904,ديلاترول 25 مجم 30 قرص,DILATROL 25 MG 30 TAB,ديلاترول 25مجم اقراص3شريط
3752,فاستل 180 مجم 20 قرص,FASTEL 180 MG 20 TAB,فاستل 180 الاوروبية سعر جديد
993,سوفيناسين 5 مجم 30 قرص,SOFENACIN 5 MG 30 TAB,سوفيناسين 5 مجم
2510,ازجوفانس 40/1100 مجم 7 كبسولة,AZGOVANC 40/1100 MG 7 CAP,ازجوفانس 40 مجم قرص
2696,اتورستات 40 مجم 14 قرص,ATORSTAT 40 MG 14 TAB,اتورستات 40مجم اقراص س.ج
4368,ستروبانتين كريم 30 جم,CITROPANTHEN CREAM 30 GM,ستروبانتين كريم جديد
343,كلوبكس 75 مجم 30 قرص,CLOPEX 75 MG 30 TAB,كلوبكس 75 سعر جديد
26,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB,اريك 3 شريط س ج
330,باوريكتا 20 مجم 4 قرص,POWERECTA 20 MG 4 TAB,باوركتا اقراص سعر جديد
836,تراى ليرج قطرة 10 مل,TRILLERG EYE DROPS 10 ML,تراى ليرج 10 مل قطره(س ج
26,اريك 100 مجم 12 قرص,EREC 100 MG 12 TAB,اريك اقراص
422,تافاسين 750 مجم 5 قرص,TAVACIN 750 MG 5 TAB,تافاسين 750 مجم اقراص س ج
277,هاي فريش 0.2 % قطرة عين 10 مل,HYFRESH 0.2%EYE DROP 10 ML,هاى فريش قطرة/جمجوم س ج
3114,سالبوفنت 2 مجم /5 مل شراب 120 مل,SALBOVENT SYRUP 120 ML,سالبوفنت شراب سعر جديد
20,كونفنتين 400 مجم 30 كبسول,CONVENTIN 400 MG 30 CAP,كونفنتين 400مجم
2635,بيرفكت كير محلول عدسات 120 مل,PERFECT CARE SOLUTION 120 ML,بيرفكت كير س.ج
60,ريفاروسبير 10 مجم 20 قرص,RIVAROSPIRE 10 MG 20 TAB,ريفاروسبيري 10مج 20قرص
209,دانست 4 مجم / 2 مل 3 امبول,DANSET 4 MG/2 ML 3 AMP.,دانست 4مجم 3*امبول
2662,فلدين 20 مجم 10 قرص قابل للذوبان,FELDENE DISPERS 20 MG 10 TAB,فلدين 20 مجم اقراص سريعة الذوبان
222,انتوبرال 40 مجم 14 قرص,ANTOPRAL 40 MG 14 TAB,انتوبرال40 14 كبسوله
1412,كورتيبليكس ب 6 للاطفال 3 امبول,CORTIPLEX B6 PEDIATRIC 3 AMP.,كورتيبلكس امبول اطفال
249,سيتال 250مجم/5مل شراب معلق 60 مل,CETAL 250 MG SUSP. 60 ML,سيتال شراب س جديد
1305,لوفير 400 مجم 10 قرص,LOVIR 400 MG 10 TAB,لوفير 400مجم اقراص
178,كلاريتين 10 مجم 20 قرص,CLARITINE 10 MG 20 TAB,كلاريتين اقراص 110 ج سعر جديد
1312,موزابرايد 5 مجم 30 قرص,MOSAPRIDE 5 MG 30 TAB,موزابريد 5 مجم اقراص ( ب 26 ) س.ج
2341,اكس تينشن 300 مجم 28 قرص,X-TENSION 300 MG 28 TAB,اكستنشن 300 مجم 28قرص
372,بيتاسيرك 16 مجم 60 قرص,BETASERC 16 MG 60 TAB,بيتاسيرك 16 مجم /60قرص ابوت س جديد
4743,ميكروسيرك 16 مجم 20 قرص,MICROSERC 16 MG 20 TAB,ميكروسيرك 16مجم اقراص 29جنيه
279,انافرونيل 75 مجم اس ار 20 قرص,ANAFRONIL 75 MG 20 TAB,انافرانيل 75مم2ش/س ج
3562,تورسيريتك 5 مجم 30 قرص,TORSERETIC 5 MG 30 TAB,تورسيريتك 5 مج اقراص**ج/220965
3752,فاستل 180 مجم 20 قرص,FASTEL 180 MG 20 TAB,فاستل 180مجم اقراص سعر 54
1059,سيلجون 20 مجم 20 قرص,SELGON 20 MG 20 TAB,SELGON TABS 20 MG 20
164,اوتريفين 0.1 % نقط انف للكبار 15 مل,OTRIVIN ADULT NASAL DROPS 15 ML,اوتريفين كبار 0.1% نقط
370,فوربيودس 400/12 مكجم 60 كبسول استنشاق,FORBUDES 400/12MCG 60 INHALE CAP,فوربيودس 60 كبسول استنشاق
2869,لاميكتال 25 مجم 30 قرص,LAMICTAL 25 MG 30 TAB,لاميكتال25مجم ق
890,توينزول قطرة للعين 5 مل,TWINZOL EYE DROPS 5 ML,توينزول قطره عاديه صغيره
2750,اوركس بخاخ بالفم 60 مل,OREX SOLUTION 60 ML,اوريكس لوسيون
277,هاي فريش 0.2 % قطرة عين 10 مل,HYFRESH 0.2%EYE DROP 10 ML,هاى فريش قطرة قدييم
2521,ايزابريل 20 مجم 20 قرص,EZAPRIL 20 MG 20 TAB,ايزابريل 20 مجم اقراص / س ج
573,بروستريد 5 مجم 30 كبسولة,PROSTRIDE 5 MG 30 CAP,بروستريد اقراص جديد
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان بلس 32مجم اقراص
3832,اليير 5 مجم 20 قرص,ALLEAR 5 MG 20 TAB,الير اقراص للحساسيه س0ج
668,زيثروماكس 600مجم/ 15مل شراب معلق,ZITHROMAX 600 MG/15ML SUSP. 15 ML,زيثروماكس600مجم شراب
2856,ديلاترول 6.25 مجم 30 قرص,DILATROL 6.25 MG 30 TAB,ديلاترول 6.25مجم 3شريط/كيما
1834,فورتيموكس بلس قطرة عين 5 مل,FORTYMOX PLUS EYE DROP 5 ML,فورتيموكس قطرة بلس
2375,ماريفان 3 مجم 100 قرص,MAREVAN 3 MG 100 TAB,ماريفان 3 مجم اقراص | 36ج س.ج
701,برافاماكس 200 مجم 10 قرص,BRAVAMAX 200 MG 10 TAB,BRAVAMAX 200 MG 10 TAB
428,ميوفين 30 كبسول,MYOFEN 30 CAP,ميوفين 3 شرررريط-سعرجديد
2793,دولسيل 3 مجم 30 قرص,DOLCYL 3 MG 30 TAB,دولسيل 3 ملى 3 شرائط س.ج
1312,موزابرايد 5 مجم 30 قرص,MOSAPRIDE 5 MG 30 TAB,موزابريد 5مجم اقراص
481,جليبتس بلس 50/850 مجم 30 قرص,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس بلس850/50مجم*30قرص
596,بريستافلام 100 مجم 20 قرص,BRISTAFLAM 100 MG 20 TAB,بريستافلام 100 مجم 20قرص
481,جليبتس بلس 50/850 مجم 30 قرص,GLIPTUS PLUS 50/850 MG 30 TAB,جليبتس 50/850مجم بلس جديد
230,باي-بروفينيد 150 مجم 20 قرص,BI PROFENID S.R 150 MG 20 TAB,باى بروفينيد ق 20ج
1885,تادانيرفي 20 مجم 4 فيلم سريع الذوبان بالفم,TADANERFI 20 MG 4 O.D.F,تادانيرفى 20 مجم 26 لزقه
3343,بكتيكلور 125مجم/5مل شراب معلق 60 مل,BACTICLOR 125 MG SUSP. 60 ML,باكتيكلور 125مجم
2635,بيرفكت كير محلول عدسات 120 مل,PERFECT CARE SOLUTION 120 ML,بيرفكت كير *صغير السعر الجديد
645,جابتن 100 مجم 30 كبسولة,GAPTIN 100 MG 30 CAP,جابتين 100مج 30ك س ج/دلتا فارم
557,زيرتيك 0.1% شراب 100 مل,ZYRTEC 0.1%SYRUP 100 ML,زيرتيك شراب سعر27
229,فلاجيل 500 مجم 20 قرص,FLAGYL 500 MG 20 TAB,فلاجيل 500مجم اقراص س.ج
2013,نوفيستوريك 20 مجم 14 قرص,NOVISTORIC 20 MG 14 TAB,نوفيستوريك 20جم اقراص
2285,جراليبنتين اكس آر 300 مجم 30 قرص,GRALIPENTIN XR 300 MG 30 TAB,جراليبنتين 300مجم 30قرص
2897,اترابكس 100 مجم 4 كبسول,ITRAPEX 100 MG 4 CAP,اترابكس كبسول - 4 كبسوله
1091,دوسباتالين ريتارد 200 مجم 30 كبسول,DUSPATALIN RETARD 200 MG 30 CAP,دوسباتالين200مجم ريتارد اقراص
874,اتاكاند 8 مجم 14 قرص,ATACAND 8 MG 14 TAB,اتاكند8مم2شريط س0ج/استرازنكا
4,ميلجا 40 قرص,MILGA 40 TAB,ميلجا اقراص جديد
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,AMLODIPINE TABS 5 MG 30
4139,البندازول 400 مجم 6 قرص,ALBENDAZOLE 400 MG 6 TAB,البندازول 400مج 6ق س ج/فاماكيور
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,دايجست ايز كبسول94جنيه
639,اتور 10 مجم 7 قرص,ATOR 10 MG 7 TAB,اتور 10 مجم 7 قرص س.ج
2737,بترو 30 قرص,PETRO 30 TAB,بترو 20 قرص س *ج
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300مجم اقراص س ج0
460,ايميرست 4 مجم / 2 مل 5 امبول,EMEREST 4 MG/2 ML 5 AMP.,اميرست امبول4جم
415,بيوفيت 12 ديبو 2 امبول عضل,BIOVIT-12 DEPOT I.M. 2 AMP.,بيوفيت امبول جدييييييد
2355,اوفيوسيديك قطرة لزجة للعين 5 مل,OFUSIDIC 1% EYE DROPS 5 GM,اوفيوسيدك قطره 18ج
229,فلاجيل 500 مجم 20 قرص,FLAGYL 500 MG 20 TAB,فلاجيل 500 -- اقراص
1505,تريتاس كومب 5/25مجم 14 قرص,TRITACE COMP 5/25 MG 14 TAB,تريتاس كومب شريطين
4102,بيبون 30 كبسول,PEPON 30 CAP,بيبون اقراص
343,كلوبكس 75 مجم 30 قرص,CLOPEX 75 MG 30 TAB,كلوبكس 75 مجم 30 قرص القديم
334,جابيماش 300 مجم 30 قرص,GABIMASH 300 MG 30 TAB,جابيماش 300 سعر جديد
938,بون كير 1 مكجم 30 كبسولة,BONE CARE 1 MCG 30 CAP,بون كير 1ميكرو اقراص س ج ج
4188,ويست أير 4 مجم 14 كيس,WESTAIR 4 MG 14 SACHETS,ويست اير 4م اكياس
58,ديكساميثازون-العامرية 8 مجم / 2 مل 3 امبول,DEXAMETHASONE-AMRIYA 8 MG/2 ML 3 AMP.,ديكساميثازون امبول العامريه س ج 36
213,اماريل 4 مجم 30 قرص,AMARYL 4 MG 30 TAB,اماريل 4 مجم اقراص
1019,فلدين 20 مجم / مل 6 امبول عضل,FELDENE 20 MG/ML I.M 6 AMP.,فلدين 6 امبول/فايزر
2953,بلينديل 10 مجم 30 قرص,PLENDIL 10 MG 30 TAB,بليندل 10 مجم اقراص
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان 32 بلس اقراص
523,سنجيولير 10 مجم 14 قرص,SINGULAIR 10 MG 14 TAB,سنجولير 10مجم اقراص 192
550,اكتينون 2 مجم 20 قرص,ACHTENON 2 MG 20 TAB,اكتينون اقراص العربيه سعر جديد
1724,سيبروفلوكساسين-اورجانو 750 مجم 10 قرص,CIPROFLOXACIN-ORGANO  750 MG 10 TAB,سيبروفلوكساسين 750 مج اقراص/اورجانو
491,تادالونج 20 مجم 4 قرص,TADALONG 20 MG 4 TAB,تادالونج20م اقراص
1471,ايمباكوزا 25 مجم 30 قرص,EMPACOZA 25 MG 30 TAB,ايمباكوزا 25 مل
2750,اوركس بخاخ بالفم 60 مل,OREX SOLUTION 60 ML,اوريكس سبراى 44.75ج
1955,دايجيست ايزى 20 كبسول,DIGEST EZE 20 CAP,دايجست ايز 20كبسول
2080,رومارين 75 مج 3 امبول,RHEUMARENE 75 MG/3 ML I.M 3 AMP.,رومارين 75مج امبول -سيدكو
2374,زيستريل 20 مجم 10 اقراص,ZESTRIL 20 MG 10 TAB,زيستريل 20 مجم 10 قرص استرازنيكا
1191,ال-كارنيتين 300 مجم/مل شراب 30 مل,L-CARNITINE 300 MG/ML SYRUP 30 ML,ال كارنيتين شراب/ميباكو س ج
491,تادالونج 20 مجم 4 قرص,TADALONG 20 MG 4 TAB,تادالونج 20 م 4ق
152,كيتولاك 30 مجم / 2 مل 5 امبول,KETOLAC 30 MG/2 ML 5 AMP.,كيتولاك 5امبول(30مج/2مل)س ج/العامرية##
10,بانادول اكسترا 24 قرص,PANADOL EXTRA 24 TAB,بانادول اكستر1 24قرص س.ج
96,جابتن 400 مجم 30 كبسولة,GAPTIN 400 MG 30 CAP,جابتن400مجم اقراص
1269,ايراستابكس كو 5/40 مجم 30 قرص,ERASTAPEX CO 5MG/40 MG 30 TAB,ايراستابكس كو40/5مجم اقراص جديد
874,اتاكاند 8 مجم 14 قرص,ATACAND 8 MG 14 TAB,اتاكاند 8مجم جديد 83 ج***
925,جليبتس 50 مجم 30 قرص,GLIPTUS 50 MG 30 TAB,جليبتس50مجم 30 قرص
1778,جينوكونازول 0.8 % كريم مهبلي 30 جم,GYNOCONAZOL 0.8%VAGINAL CREAM 30 GM,جينوكونازول 8 % كريم مهبلى
5215,كارنيفيتا ادفانس للسيدات 30 كيس,CARNIVITA ADVANCE WOMEN 30 SACHETS,كارنيفيتا ادفانس للسيدات س.ج
533,اميبرايد 50 مجم 20 قرص,AMIPRIDE 50 MG 20 TAB,اميبريد50مجم20قرص
9,فيلداجلوز بلس 50 / 1000 مجم 30 قرص,VILDAGLUSE PLUS 50/1000 MG 30 TAB,فيلداجلوز بلس 50/1000مجم اقراص
101,اوبلكس- ان شراب 125 مل,OPLEX-N SYRUP 125 ML,اوبلكس -ان شراب سعر جديد ركزر
293,كارنيفيتا فورت 30 قرص,CARNIVITA FORTE 30 TAB,كارنفيتا فورت 3شريط جديد
1414,ريفارست بلس غسول 250 مل,REVAREST VAGINAL DOUCHE 250 ML,ريفاريست 250مل دش مهبلى 65جنيه
666,ال-كارنيتين 20 كبسولة,L-CARNITINE 350 MG 20 CAP,ال كارنتين ميباكو كبسول
6833,املوديبين 5 مجم 30 قرص,AMLODIPINE 5 MG 30 TAB,املوديبين 5مج 30ق/العامرية
487,بليجيكا 1 % قطرة عين 10 مل,PLEGICA 1% EYE DROPS 10 ML,بلجيكا قطرة سعر ج
2956,اماجلوست 2/30 مجم 30 قرص,AMAGLUST 30MG/2 MG 30 TAB,اماجلوست 2/30مج 30ق س ج/نكست فارما
2629,دوكسيرازول 30 مجم 14 كبسول,DOXIRAZOL 30 MG 14 CAP,دوكسيرازول 30م اقراص السعر الجديد
164,اوتريفين 0.1 % نقط انف للكبار 15 مل,OTRIVIN ADULT NASAL DROPS 15 ML,اوتريفين1% كبار باكو 120
4762,ايزوجاست 20 مجم 14 كبسول,EZOGAST 20 MG 14 CAP,ايزوجاست20مج 14 قرص
1312,موزابرايد 5 مجم 30 قرص,MOSAPRIDE 5 MG 30 TAB,موزابريد 5مجم3شريط سعرجديد
4881,سى فيت نقط 15 مللى,C-VIT 10 GM/100 ML ORAL DROPS 15 ML,سى فيت نقط اطفال(س ج احذررر
30,كتافلام 50 مجم 20 قرص,CATAFLAM 50 MG 20 TAB,كتافلام 50مج اقراص س ج
9,فيلداجلوز بلس 50 / 1000 مجم 30 قرص,VILDAGLUSE PLUS 50/1000 MG 30 TAB,فيلداجلوز بلس 1000/50 _ 30 ق
869,ديكساتوبرين 5 مللى قطرة,DEXATOBRIN EYE DROPS 5 ML,ديكساتوبرين قطرة س.ج
1611,كاندلكان بلس 32/12.5 مجم 14 قرص,CANDALKAN PLUS 32MG/12.5 MG 14 TAB,كاندلكان بلس 12.5/32
1322,استوهالت 40 مجم 14 كبسول,ESTOHALT 40 MG 14 CAP,استوهالت 40مجم اقراص س ج
2750,اوركس بخاخ بالفم 60 مل,OREX SOLUTION 60 ML,اوريكس اسبراى 60مجم س.ج
1326,تورسيريتك 100مجم 30 قرص,TORSERETIC 100 MG 30 TAB,تورسيرتيك100مجم 30قرص**
14,زوركال 40 مجم 14 قرص,ZURCAL 40 MG 14 TAB,زوركال 40 مجم 14 قرص . #
1701,داونوبرازول 20/1100 مجم 14 كبسول,DOWNOPRAZOL 20MG/110 MG 14 CAP,داونوبرازول 20مجم كبسول س.ج
1494,اكس تينشن بلس 300/12.5 مجم 28 قرص,X-TENSION PLUS 300MG/12.5 MG 28 TAB,اكستنشن بلس 300م
1448,اكساميد 5 مجم 30 قرص,EXAMIDE 5 MG 30 TAB,اكسامايد 5 مجم 30 ق
5215,كارنيفيتا ادفانس للسيدات 30 كيس,CARNIVITA ADVANCE WOMEN 30 SACHETS,كارنفيتا ادفانس سيدات س.ج
2296,اكس تينشن 150 مجم 28 قرص,X-TENSION 150 MG 28 TAB,اكس تينشن 150 اقراص سعر
2041,بروتوفيكس 20 مجم 14 قرص,PROTOFIX 20 MG 14 TAB,بروتوفيكس 20مجم اقراص
277,هاي فريش 0.2 % قطرة عين 10 مل,HYFRESH 0.2%EYE DROP 10 ML,هاى فريش 0.2% قطرة10مل س ج/جمجوم
712,نيوروباتكس 600 مجم 20 كبسول,NEUROPATEX 600 MG 20 CAP,نيوروباتكس 2شريط كبسول
1479,تريتاس 1.25 مجم 14 قرص,TRITACE 1.25 MG 14 TAB,تريتاس 1.25مج 14قرص #
268,سيمباتكس 30 مجم 30 كبسول,CYMBATEX 30 MG 30 CAP,سيمباتكس 30 مجم 30 كبسولة
4139,البندازول 400 مجم 6 قرص,ALBENDAZOLE 400 MG 6 TAB,البندازول اقراص(س ج
